title,url,date,description,query
"Eva Gea @eva_gea · May 13, 2024",https://x.com/eva_gea/status/1790074972364304870,2024-05-13T17:41:46.000Z,"13/20
MACBA - CORAZÓN DEL SKATE EN BARCELONA

Descubre cómo el Museo de Arte Contemporáneo de Barcelona combina arte vanguardista con una plaza icónica  para skaters. Un punto de encuentro único que refleja la vibrante  cultura urbana de Barcelona. #SkateBarcelona",museo MACBA skate
"Renzo @RenzoTapia · Jan 12, 2023",https://x.com/RenzoTapia/status/1613554897617666052,2023-01-12T15:14:00.000Z,"SKATE en el 
@macba_barcelona
 

#fotocallejera #fotocalle #streetphotobcn #streetphotography #macba #barcelona en Macba Museo Arte Contemporanea - Barcellona 
https://
instagram.com/p/CnUdq74tpYj/
?igshid=YTgzYjQ4ZTY=
…",museo MACBA skate
"Dagoberto Kreizler @DaimonSag · Apr 27, 2021",https://x.com/DaimonSag/status/1386967532171563009,2021-04-27T08:56:42.000Z,"El profesor preguntando si sabemos que es el MACBA y yo como ""mmm, si, pero por el spot de skate, no por el museo xddd""",museo MACBA skate
"Yuupiyu @MundoYuupiyu · Aug 3, 2020",https://x.com/MundoYuupiyu/status/1290333620549419008,2020-08-03T17:08:03.000Z,"El mundo del skateboard extraña MACBA España  #madrid #sevilla #Barcelona #skateboarding #skate #Madrid 
https://
yuupiyu.com/macba-skate-to
do-un-skatepark-de-museo/
…",museo MACBA skate
"Fernando Rivera @Ferchuz · Sep 28, 2019",https://x.com/Ferchuz/status/1178004732008370177,2019-09-28T17:53:09.000Z,"Meier #arquitectura #architecture #white #blanco #museo #detalle #espacio #publico #skate #barcelona en MACBA Museu d'Art Contemporani de Barcelona 
https://
instagram.com/p/B29sY2RjX89/
?igshid=brlrx461zc53
…",museo MACBA skate
"Mono Dojo Casa House  @MonoNucelar · Feb 3, 2017",https://x.com/MonoNucelar/status/827481326660046848,2017-02-03T11:38:16.000Z,"el macba, que es el museo de arte contemporáneo, siempre hay gente en skate delante",museo MACBA skate
"Dani Navarro @DaniNavarroDG · Jun 23, 2016",https://x.com/DaniNavarroDG/status/746010962797432832,2016-06-23T16:04:08.000Z,El Macba es un skate park muy grande que también tiene un museo contemporáneo.,museo MACBA skate
"Juanca Lagares @juancalagares · Nov 26, 2015",https://x.com/juancalagares/status/669829409314992128,2015-11-26T10:45:50.000Z,"Escenario urbano | Urban setting, #Barcelona #Macba #museo #museum #bcn #barna #skate #skater #plaza… 
https://
instagram.com/p/-i5AonvYRQ/",museo MACBA skate
"Fabian Orner @fabsetsfire · Oct 19, 2015",https://x.com/fabsetsfire/status/656126608680456192,2015-10-19T15:15:48.000Z,"#Mekka.

#MACBA #Museo #Museum #Contemptorary #Arte #Art #Kunst #Skateboarding #Skate #Spot #Barça… 
https://
instagram.com/p/9Bhsi7MjvY/",museo MACBA skate
"Pics from Barcelona @BarcelonaInsta · Oct 13, 2015",https://x.com/BarcelonaInsta/status/653740472893112320,2015-10-13T01:14:09.000Z,"Se llegó mi negrooooo  42/365 12.10.15 
#Macba #Museo #Barcelona #ElRaval #Skate #Point … 
http://
ift.tt/1OydDjC",museo MACBA skate
"Erick Miraval @ErickMiraval · Aug 18, 2015",https://x.com/ErickMiraval/status/633669068264992768,2015-08-18T15:57:33.000Z,"@ErickMiraval
 #skateboarding #skate #skatebarcelona #boli #boligrafo #macba #museo",museo MACBA skate
"Fundamental clothing @Efcolors · Jul 11, 2014",https://x.com/Efcolors/status/487613802666819584,2014-07-11T15:06:04.000Z,"MACBA Museo Arte contemporaneo Barcelona. #skate #artecontemporaneo #ilustracion #fundamental #like… 
http://
instagram.com/p/qUK8yGsjka/",museo MACBA skate
"Grimey Store BCN @GrimeyStoreBCN · Oct 9, 2013",https://x.com/GrimeyStoreBCN/status/387966922874454016,2013-10-09T15:44:57.000Z,"Nueva tienda grimey en #BCN US ESPEREM! Muy cerca del museo Macba Rt! #skate @ carrer doctor dou 15 
http://
instagram.com/p/fQIloiJrG1/",museo MACBA skate
"Xavi Torrent @Elavi87 · Sep 26, 2013",https://x.com/Elavi87/status/383264531147128833,2013-09-26T16:19:19.000Z,"#MACBA #museu #bcn #barcelona #skate #artefueradelmuseo #museo #igers #igersbcn #sport 
http://
instagram.com/p/eutuu7qxQD/",museo MACBA skate
"WOODTOOTH @WoodTooth · Jun 13, 2013",https://x.com/WoodTooth/status/345278574984568832,2013-06-13T20:36:41.000Z,"#Skate

MACBA ( Museo de arte contemporáneo de Barcelona ) el lugar mas invadido por skaters no solo de España... 
http://
fb.me/2jDhO7L4a",museo MACBA skate
"Fhil Navarro @Fhileas · Feb 17, 2013",https://x.com/Fhileas/status/303135347414548480,2013-02-17T13:34:33.000Z,"Barcelona sobre ruedas, ante museo de arte en lluvia reciente al mediodía. @ MACBA Skate Spot 
http://
instagr.am/p/V1X1s2ImNB/",museo MACBA skate
"Th3 5T0R3 @420MUSICFLAVOR · Dec 10, 2012",https://x.com/420MUSICFLAVOR/status/278084881769168896,2012-12-10T10:32:57.000Z,"Macba #museo #skate #barcelona 
http://
instagr.am/p/TDYI66TX7G/",museo MACBA skate
"REALITY by Worldyman @peaceTRANSER · Apr 27, 2025",https://x.com/peaceTRANSER/status/1916429318458089630,2025-04-27T09:48:49.000Z,"It's my hometown. In its latest phase it was major skate spot in GER, like Barcelonas Macba. Our Domplatte was skatestopped, culture became crime & DUH = everything went to shit. RN Macba facing the same! All for no gain. Final nail is U clickbaiters, part of soul ending system.",MACBA spot
"RuTopia Shady Facts @arcafied · Apr 17, 2025",https://x.com/arcafied/status/1912634178367287767,2025-04-16T22:28:17.000Z,"I was about to say i saw you mention macba on one of your tweets. APOLO IS TOP TIER!!! Lowkey Apolo was my main spot, other than that moog if you like hard techno/trance type stuff, and some of the smaller clubs/bars have good small djs who spin real shit. You can dm if you want!",MACBA spot
"Jokamundo @Jokamundo · Aug 28, 2024",https://x.com/Jokamundo/status/1828584925416636728,2024-08-28T00:06:34.000Z,i mean macba barely counts as a spot now,MACBA spot
"Luis Filipe  ◤✠◢Portuga @LuisFilipeTava3 · Aug 15, 2024",https://x.com/LuisFilipeTava3/status/1824202967018266914,2024-08-15T21:54:14.000Z,"Barcelona maybe , Macba spot",MACBA spot
"BONES WHEELS @BONESWHEELS · Jun 17, 2024",https://x.com/BONESWHEELS/status/1802722402826064250,2024-06-17T15:18:08.000Z,"@tjrogers_1
 for 
@redbullskate
 ""Spot Check"" at MACBA",MACBA spot
"Esport3 @esport3 · Jun 16, 2024",https://x.com/esport3/status/1802405782165782554,2024-06-16T18:20:00.000Z,"És el Red Bull Spot-Check, una activitat en què alguns dels millors skaters del món s'han barrejat amb esportistes amateurs

 Els tres llocs emblemàtics més votats per patinar han estat el MACBA, les Tres Xemeneies i el Parc de la Ciutadella",MACBA spot
"later @lowlypool · Jun 7, 2024",https://x.com/lowlypool/status/1799171186720706737,2024-06-07T20:06:52.000Z,"Keep the core gameplay and give me SPoT, Macba, Love Park, some NYC spots, maybe Wallenberg, that one Berlin spot that Versace Plug always skates, and we’re good.",MACBA spot
"André Chêdas @achedas · Jun 5, 2024",https://x.com/achedas/status/1798325453935219011,2024-06-05T12:06:14.000Z,"I have a soft spot for this conversation with 
@geotransversals",MACBA spot
"AS Acción @AsAccion · Apr 8, 2024",https://x.com/AsAccion/status/1777334775868502242,2024-04-08T13:56:46.000Z,"La skater andaluza se lleva la final del Queen of MACBA organizado por The Berrics en el spot más famoso del mundo ante la neerlandesa Roos Zwetsloot. 
http://
dozz.es/8h6622",MACBA spot
"Jaime Saiz @xJaimeSaizx · Aug 30, 2021",https://x.com/xJaimeSaizx/status/1432428611945041925,2021-08-30T19:42:48.000Z,"Las plazas adyacentes al MACBA son una zona de patinaje de Barcelona. Es una sudadera de Nike SB, la división skateboarding (SB) de Nike. Mbappé está patrocinado por Nike.",patinaje MACBA
"⁴Jordi Martinez Comas  @JordiMartinezC3 · Aug 30, 2021",https://x.com/JordiMartinezC3/status/1432421110881169413,2021-08-30T19:13:00.000Z,"""MACBA es una zona de patinaje"" es lo que ha escrito, y MACBA es un Museo. La Plaça dels Àngels, o incluso la plaza del MACBA, si que sería correcto. Más que nada para no confundir a quien no lo conozca.",patinaje MACBA
"Marc Llaó @MarcLlao · May 8, 2015",https://x.com/MarcLlao/status/596754877793067010,2015-05-08T19:13:44.000Z,"Lo mejor del MACBA es la pista de patinaje que hay delante 
https://
espejismosdigitales.wordpress.com/2015/03/10/mas
-deporte-y-menos-cultura-acerca-del-documento-la-cultura-que-podemos/
… 
@RubenMartinez
 
@lago_jorge
 @mariamariekke",patinaje MACBA
"Tomás Cano @TomasCan0 · Mar 11, 2015",https://x.com/TomasCan0/status/575587279340716033,2015-03-11T09:21:15.000Z,"Más deporte y menos cultura. ""el MACBA es básicamente una pista de patinaje increíblemente cara"" 
http://
wp.me/p3nGMm-9b",patinaje MACBA
"i.aiestaran @iaiestaran · Mar 11, 2015",https://x.com/iaiestaran/status/575567910925656064,2015-03-11T08:04:18.000Z,"""El MACBA es básicamente una pista de patinaje increíblemente cara.¿Y si intentamos hacerlo al revés?"" @crendueles 
https://
espejismosdigitales.wordpress.com/2015/03/10/mas
-deporte-y-menos-cultura-acerca-del-documento-la-cultura-que-podemos/
… …",patinaje MACBA
"Caligrafías urbanas @CaligrafiasU · Apr 20, 2012",https://x.com/CaligrafiasU/status/193220303982313472,2012-04-20T06:11:24.000Z,"Patinar no es un crimen: Pintada en los muros del Macba, uno de los centros del patinaje en Barcelona. Este muro... 
http://
bit.ly/JqPppo",patinaje MACBA
"Boardriders @boardridersss · Feb 1, 2025",https://x.com/boardridersss/status/1885638232861266302,2025-02-01T10:36:02.000Z,"El skateboarding en Barcelona enfrenta un nuevo desafío. 

El icónico MACBA Skate Plaza podría cambiar para siempre con su próxima remodelación. ¿Ya sumaste tu apoyo? 


https://
change.org/p/save-macba?f
bclid=PAZXh0bgNhZW0CMTEAAaZSGUumUEnzB-0rb1PTvvDs1pnwdzZauKzoIXVnO7RQAzv28ifGBsYYBzY_aem_37SjhWGt_4_txGWLbu8DYA
…

#SaveMACBA #SkateboardingBarcelona #SkatePlaza #Skate #MACBA",skate barcelona MACBA
"Trickon @TrickonSports · Feb 1, 2025",https://x.com/TrickonSports/status/1885623367295758796,2025-02-01T09:36:58.000Z,"En peligro el #skateboarding en Barcelona. 

El skate plaza MACBA está en proyecto de remodelación completa...  ¿Ya firmaste?


https://
change.org/p/save-macba?f
bclid=PAZXh0bgNhZW0CMTEAAaZSGUumUEnzB-0rb1PTvvDs1pnwdzZauKzoIXVnO7RQAzv28ifGBsYYBzY_aem_37SjhWGt_4_txGWLbu8DYA
… #MACBA #skatelife",skate barcelona MACBA
"RTVE Notícies @rtvenoticies · Dec 15, 2024",https://x.com/rtvenoticies/status/1868285193246650547,2024-12-15T13:21:15.000Z,"A mitjans de gener començaran les obres d'ampliació del MACBA i s'allargaran 2 anys

  Uns treballs que afectaran la plaça dels Àngels, l'espai predilecte dels amants de l'skate |  
@rnavarrox
  
@MACBA_Barcelona
 

 Notícies a 
http://
rtve.cat",skate barcelona MACBA
"Daniela Djuric @djuric_dan5976 · May 3, 2024",https://x.com/djuric_dan5976/status/1786449287498416556,2024-05-03T17:34:35.000Z,"during Corona Barcelona was completely different, locals only, it was way better than now, the Asians sexually harass women at MACBA now, go to the skate corner under the roof of MACBA or somewhere where there is CCTV so u dont get sexually harassed",skate barcelona MACBA
"Àlex Gutiérrez Páez @alexgutierrezpz · Mar 31, 2024",https://x.com/alexgutierrezpz/status/1774432844577681920,2024-03-31T13:45:32.000Z,"Parlem amb Dani Lebrón, jutge olímpic d'skate, comerços del Raval i 
@NoMacba
 per analitzar l'impacte que l'ampliació del museu tindria per a una de les icones mundials d'aquest esport.


@EFEnoticias
 via 
@elperiodico_cat",skate barcelona MACBA
"Phoenix Burns-lewis @meneitherl · Mar 24, 2024",https://x.com/meneitherl/status/1771849557304914207,2024-03-24T10:40:28.000Z,"3 Tricks in Barcelona  #skateboarding #skateboard #skate #macba #sk8 
https://
youtube.com/shorts/cOYJqES
VKgw?si=MyGpgpYoi6qrR0kE
… via 
@YouTube",skate barcelona MACBA
"AS Acción @AsAccion · Mar 11, 2024",https://x.com/AsAccion/status/1767276215415525458,2024-03-11T19:47:38.000Z,"El Ayuntamiento de Barcelona anuncia el proyecto con el que el mítico muro dejará de ser un paraíso skater para convertirse en zona de estancia y verde. 
http://
dozz.es/k_cjv2",skate barcelona MACBA
"Catalan News @catalannews · Mar 9, 2024",https://x.com/catalannews/status/1766538230889840853,2024-03-09T18:55:09.000Z,"| Barcelona targets world-famous unofficial skate park to end 'monopoly' of skaters

Redevelopment plans include new health center, MACBA expansion and more green spaces",skate barcelona MACBA
"Ignacio Araújo @IgnacioAraujo1 · Mar 8, 2024",https://x.com/IgnacioAraujo1/status/1766067014236283082,2024-03-08T11:42:42.000Z,"Adiós al 
@MACBA_Barcelona
 como epicentro mundial del skate  
https://
as.com/deportes_accio
n/urbano/adios-al-macba-como-epicentro-mundial-del-skate-n/
…",skate barcelona MACBA
"Catalan News @catalannews · Mar 4, 2024",https://x.com/catalannews/status/1764711438403117476,2024-03-04T17:56:08.000Z,"| Barcelona targets world-famous unofficial skate park to end 'monopoly' of skaters

Redevelopment plans include new health center, MACBA expansion and more green spaces",skate barcelona MACBA
"Ignasi Fortuny @ignasifortuny · Feb 23, 2025",https://x.com/ignasifortuny/status/1893752445911626088,2025-02-23T19:59:01.000Z,"Una mica d’història de la plaça del Macba més enllà del skate. Retorn als orígens de la llegenda. 

BACK TO THE CLASSICS:

Quan la plaça del Macba va ser l’oficina del trap 
https://
elperiodico.com/es/ocio-y-cult
ura/20250222/plaza-macba-skate-oficina-trap-pxxr-gvng-114476288?utm_source=twitter&utm_medium=social&utm_campaign=btn-share
… a través de 
@elperiodico",MACBA plaza skate
"CIUTAT VILLIN’ @757doofus · Jan 13, 2025",https://x.com/757doofus/status/1878772866461860184,2025-01-13T11:55:31.000Z,"AYYE, THEYRE TRYNA DESTROY MACBA. THE LAST DAYS COULD POTENTIALLY BE AMONG US FOR ENJOYING THIS CLASSIC SPOT. I KNO MAD HOMIES STILL HOPING TO COME AND SKATE IT IN PERSON. EVEN IF YOU NEVER SET FOOT HERE PLEASE LEND A SIGNATURE TO HELP SAVE THE PLAZA.",MACBA plaza skate
"Walking the World @WalktheWorld111 · Jan 10, 2023",https://x.com/WalktheWorld111/status/1612586013007745026,2023-01-09T23:04:00.000Z,"You love to see it! I'm reminded of a visit to MACBA, which has a very popular skate scene. I couldn't understand my prof's disdain for the skaters utilizing an otherwise empty plaza.",MACBA plaza skate
"El Periódico @elperiodico · Nov 9, 2022",https://x.com/elperiodico/status/1590314449998594048,2022-11-09T12:04:46.000Z,"Barcelona amplía el veto a los monopatines en la plaza del MACBA

 La práctica de 'skate' queda desterrada de 22 a 09 horas del amplio espacio público del Raval


http://
elperiodi.co/vhfvq1",MACBA plaza skate
"DailySkateTube.com @DailySkateTube1 · Nov 30, 2021",https://x.com/DailySkateTube1/status/1465771246679855106,2021-11-30T19:54:32.000Z,"KING OF MACBA 4 – Tiago Lemos VS Adriel Parmisano – Battle 15 – Final #Macba Life: Macba Life – RULES King of Macba is a game of skate where anything in the plaza count (ledge, stairs etc…) It’s one attempt each until the word MACBA is spelled out.… 
https://
dailyskatetube.com/video/king-of-
macba-4-tiago-lemos-vs-adriel-parmisano-battle-15-final-macba-life/
…",MACBA plaza skate
"DailySkateTube.com @DailySkateTube1 · Nov 28, 2021",https://x.com/DailySkateTube1/status/1464928321351806978,2021-11-28T12:05:03.000Z,"QUEEN OF MACBA – Monica Torres VS Marina Gabriela – Battle 7 – Final #Macba Life: Macba Life – RULES Queen of Macba is a game of skate where anything in the plaza count (ledge, stairs etc…) It’s one attempt each until the word MACBA is spelled out.… 
https://
dailyskatetube.com/video/queen-of
-macba-monica-torres-vs-marina-gabriela-battle-7-final-macba-life/
…",MACBA plaza skate
"DailySkateTube.com @DailySkateTube1 · Nov 25, 2021",https://x.com/DailySkateTube1/status/1463942449345167361,2021-11-25T18:47:33.000Z,"KING OF MACBA 4 – Blake Johnson VS Adriel Parmisano – Battle 14 – Semifinal 2 #Macba Life: Macba Life – RULES King of Macba is a game of skate where anything in the plaza count (ledge, stairs etc…) It’s one attempt each until the word MACBA is spelled… 
https://
dailyskatetube.com/video/king-of-
macba-4-blake-johnson-vs-adriel-parmisano-battle-14-semifinal-2-macba-life/
…",MACBA plaza skate
"DailySkateTube.com @DailySkateTube1 · Nov 22, 2021",https://x.com/DailySkateTube1/status/1462838169427087362,2021-11-22T17:39:32.000Z,"QUEEN OF MACBA – Cata Díaz VS Marina Gabriela – Battle 7 #Macba Life: Macba Life – RULES Queen of Macba is a game of skate where anything in the plaza count (ledge, stairs etc…) It’s one attempt each until the word MACBA is spelled out. Spots must be… 
https://
dailyskatetube.com/video/queen-of
-macba-cata-diaz-vs-marina-gabriela-battle-7-macba-life/
…",MACBA plaza skate
"DailySkateTube.com @DailySkateTube1 · Nov 18, 2021",https://x.com/DailySkateTube1/status/1461397810008395780,2021-11-18T18:16:04.000Z,"KING OF MACBA 4 – Gabriel Fortunato VS Tiago Lemos – Battle 13 – Semifinal 1 #Macba Life: Macba Life – RULES King of Macba is a game of skate where anything in the plaza count (ledge, stairs etc…) It’s one attempt each until the word MACBA is spelled… 
https://
dailyskatetube.com/video/king-of-
macba-4-gabriel-fortunato-vs-tiago-lemos-battle-13-semifinal-1-macba-life/
…",MACBA plaza skate
"DailySkateTube.com @DailySkateTube1 · Nov 15, 2021",https://x.com/DailySkateTube1/status/1460315801890668546,2021-11-15T18:36:33.000Z,"QUEEN OF MACBA – Monica Torres VS Indy Makkinje – Battle 5 #Macba Life: Macba Life – RULES Queen of Macba is a game of skate where anything in the plaza count (ledge, stairs etc…) It’s one attempt each until the word MACBA is spelled out. Spots must be… 
https://
dailyskatetube.com/video/queen-of
-macba-monica-torres-vs-indy-makkinje-battle-5-macba-life/
…",MACBA plaza skate
Central Magazine @central_zine · Feb 10,https://x.com/central_zine/status/2021263318346805558,2026-02-10T16:41:43.000Z,"“Inertia” – The Rise and Legacy of Barcelona’s Iconic Sants Plaza. 
Un homenaje en formato documental a un skate spot icónico de la ciudad condal y mundial.",barcelona skate plaza
"Urban World Series @urbanworldserie · Aug 18, 2025",https://x.com/urbanworldserie/status/1957449194626572423,2025-08-18T14:27:10.000Z,"Welcome back, Barcelona!  Mascotte se une como Partner Oficial del Extreme Barcelona 2025

La marca holandesa estará en el corazón de la acción en la Street Plaza, durante las competiciones de Skate y BMX Street.

 18+

 5-7 de septiembre 
 Parc del Fòrum
Entrada gratuíta",barcelona skate plaza
"Boardiccion_es @Boardiccion_es · Jul 24, 2025",https://x.com/Boardiccion_es/status/1948330768293351449,2025-07-24T10:33:48.000Z,"26 y 27 de Julio en Badalona. Los planos skate plaza (Carrer de Trieste, 08917 Badalona, Barcelona) celebra su festival con un montón de actividades durante todo el fin de semana.

https://
eventos.inseguridad.org/los-planos-ska
te-fest-2025/
…
#skateboard #skateboarding",barcelona skate plaza
"Meritxell M. Pauné @la_txell · Apr 22, 2025",https://x.com/la_txell/status/1914596300802097489,2025-04-22T08:25:04.000Z,"I últim capítol de la sèrie: comerç, skaters i veïns. La reforma dels Àngels per donar més ús veïnal a la plaça a costa dels patinadors podria fer tancar una trentena de negocis, alerta l'Eix comercial, que llança una idea: una escola d'skate cívic.",barcelona skate plaza
"Urban World Series @urbanworldserie · Sep 4, 2024",https://x.com/urbanworldserie/status/1831247863843607004,2024-09-04T08:28:08.000Z,"Extreme Barcelona 2024 parks

 Street Plaza
Central Park 

8 days for the best event of the year! 

 BMX 
@UCI_BMX_FS
 y Campeonato de España
 Scooter Pro Park & Street
 Skate Pro Men & Women
 Hot Wheels Superchargers Junior finals

13-15 Sept.  Entrada gratuita",barcelona skate plaza
