title,url,date,description,query
Diari de Tarragona @diaridtarragona · 43m,https://x.com/diaridtarragona/status/2028532395188621358,2026-03-02T18:06:25.000Z,"El Mobile World Congress 2026 ha abierto sus puertas a los más de cien mil congresistas que llenarán los ocho pabellones de la Fira Gran Via de Barcelona. Inteligencia artificial, robots, realidad aumentada y el reto de seguir innovando. 
@MWCapital",MACBA barcelona [media]
"Joan M. Minguet @jminguetb · Nov 18, 2023",https://x.com/jminguetb/status/1725920175889711245,2023-11-18T16:53:30.000Z,"Hi ha qui riu quan dic que les publicacions del MACBA han de ser també en català, per no practicar el provincianisme invers.
O com diu Murakami: ‘Si no ho entens sense que t’ho expliqui, vol dir que no ho entendràs per més que t’ho expliqui.’",MACBA barcelona [media]
Aptica ® @APTICA_ES · 8h,https://x.com/APTICA_ES/status/2028410485050429554,2026-03-02T10:02:00.000Z,"We’ll be at MWC 2026⁣
 March 2–5⁣
 Spain Pavilion · MWC 2026⁣
Hall 4 - 4B40
 Fira Gran Via · Barcelona⁣
⁣
Find us at the Spain Pavilion.⁣

http://
aptica.es⁣
⁣
#aptica #rfplanning #MWC2026 #SpainMWC26",MACBA barcelona [media]
"BARCELONA S.C. @BarcelonaSC · Dec 9, 2017",https://x.com/BarcelonaSC/status/939461460010430464,2017-12-09T11:47:21.000Z,"HOY #BSCvsMAC | 15h00 | #EstadioBcoPichincha | Detalles vía oficial 
https://
barcelonasc.com.ec/noticias/2121 | Boletos a la venta en #HRNET (Mall del Sol), #PollosBrasaBSC (sucre y boyacá) de 10h00 a 13h00 y en el Estadio de 09h00 a 15h45. | 
@SociosBSC
 2x1 En Todas las localidades.",MACBA barcelona [media]
"Jan2030sinmiedo @Jan2030sinmiedo · Jan 30, 2025",https://x.com/Jan2030sinmiedo/status/1884935499162235076,2025-01-30T12:03:38.000Z,Plaza del MACBA a las 11:00 de la mañana. El centro de Barcelona…,MACBA barcelona [media]
"Barça Foundation @FundacioFCB · Jan 2, 2020",https://x.com/FundacioFCB/status/1212710322362036224,2020-01-02T12:20:46.000Z,"La Fundación Barça y la 
@FCBmasia
 ponen en marcha el programa Masía Solidaria , en el que 600 jóvenes deportistas del club visitarán diferentes centros y entidades para sensibilizarse sobre diversas problemáticas sociales 

 
http://
barca.link/K2qI50xLqL9",MACBA barcelona [media]
David de Paz @ddepaz3 · 42m,https://x.com/ddepaz3/status/2028532808818233752,2026-03-02T18:08:04.000Z,"El Barça está centrado por y para Catalunya. El 90% de la gente que vive aquí es del club. No es como en Madrid que la proporción Real y Atleti es un poco más diversificada. Es un club muy politizado. Obviamente, puedes ser del barça fuera de Catalunya, pero ya sabes lo que hay.",MACBA barcelona [media]
VIA Empresa ES @VIAEmpresa_es · 10h,https://x.com/VIAEmpresa_es/status/2028384617812627908,2026-03-02T08:19:13.000Z,"¿Qué no puedes perderte hoy en VIA Empresa? |  Los 9 momentos clave para Catalunya de los 20 años del MWC en Barcelona

Por 
@Marc_Vilajosana",MACBA barcelona [media]
"Barcelonapolis @barcelonapolis · Jan 1, 2018",https://x.com/barcelonapolis/status/947888310424305665,2018-01-01T17:52:38.000Z,"1- El movimiento ""Tabarnia"" o nueva CCAA para Barcelona es un movimiento imparable que nace de la rebelión de aquellos que han sido tratados como ciudadanos de segunda durante décadas por el sistema",MACBA barcelona [media]
"𝗙𝗖𝗕 @BarcaFRNews · Jul 15, 2024",https://x.com/BarcaFRNews/status/1812795391768703269,2024-07-15T10:24:36.000Z,"OFFICIEL !

Le Barça affrontera l’AS Monaco pour le trophée Gamper du 12 août à Barcelone (20h)

Les Monégasques fêteront les 100 ans de leur Club, l’année où le Barça fêtera ses 125 ans",MACBA barcelona [media]
"Núvol @nuvol_com · Jul 15, 2021",https://x.com/nuvol_com/status/1415772964734259200,2021-07-15T20:39:13.000Z,"ÚLTIMA HORA: El Consell General del Consorci del Museu d’Art Contemporani de Barcelona ha nomenat Elvira Dyangani Ose com a nova directora del 
@MACBA_Barcelona
. Obrim fil:",MACBA barcelona [media]
Barça Basket @FCBbasket · Jan 6,https://x.com/FCBbasket/status/2008448455056719918,2026-01-06T08:00:01.000Z,"𝐆𝐀𝐌𝐄 𝐃𝐀𝐘!
 
@MaccabiTLVBC
 
 20.30h
 Palau Blaugrana
 Round 20
 M+ Deportes 2
 #ForçaBarça",MACBA barcelona [media]
"BARCELONA S.C. @BarcelonaSC · Sep 15, 2024",https://x.com/BarcelonaSC/status/1835379568552665558,2024-09-15T18:06:03.000Z,"¡Hoy en casa, a las 17h30, que no falte nadie! 

 Recuerda, único punto de venta disponible, Boleterías del Estadio Banco Pichincha hasta las 18h00 

#BSCvsMAC 
#BarcelonaSomosTodos",MACBA barcelona [media]
ABC Barcelona @ABC_Barcelona · Feb 27,https://x.com/ABC_Barcelona/status/2027319639844250038,2026-02-27T09:47:22.000Z,La azotea Bonavista del hotel Moxy ofrece los fines de semana el más colorista bruch de Barcelona,MACBA barcelona [media]
Metrópoli Barcelona @BCNmetropoli · 22h,https://x.com/BCNmetropoli/status/2028199732066021720,2026-03-01T20:04:32.000Z,"Collboni asegura que la apuesta tecnológica de Barcelona tras 20 años de MWC ""no es temporal""",MACBA barcelona [media]
Fundació Setba @fundaciosetba · Feb 26,https://x.com/fundaciosetba/status/2027005794630107434,2026-02-26T13:00:16.000Z,"Aquest any el Premi Setba creix gràcies a noves aliances culturals

Ens fa molta il·lusió anunciar que el Moco Museum i el 
@CaixaForum_CAT
 Barcelona s’incorporen al Premi Setba.

 Inscripcions obertes fins al 19 de març de 2026 a les 17 h

https://
fundaciosetba.org/inscripcio-pre
mi-setba-2026_/
…",MACBA barcelona [media]
"BARCELONA S.C. @BarcelonaSC · Aug 17, 2025",https://x.com/BarcelonaSC/status/1957065555325657506,2025-08-17T13:02:43.000Z,"¡JUNTOS ALENTANDO DE CORAZÓN! 

Desde las 18h00 en el Estadio Banco Pichincha #BSCvsMAC 

#LigaEcuabet
#BarcelonaSomosTodos",MACBA barcelona [media]
"MACBA | Museu | BCN @MACBA_Barcelona · Oct 2, 2017",https://x.com/MACBA_Barcelona/status/914800807316475905,2017-10-02T10:34:43.000Z,Concentració dels treballadors del MACBA a les 12 h per mostrar el nostre rebuig i denúncia a la violència que es va viure ahir a Catalunya.,MACBA barcelona [media]
"FC Barcelona - Masia @FCBmasia · Dec 3, 2017",https://x.com/FCBmasia/status/937383877181571072,2017-12-03T18:11:46.000Z,"MTU Indoor Hallen Cup
 Alemanya

 1/4 final
 Ajax - Cadet B Blau (4-0)
 Dinamo Zagreb - Cadet B Grana (3-1)
 5è i 6è lloc
 Cadet B Grana - AC Mailand (4-2)
 7è i 8è lloc
 Cadet B Blau - Manchester United (3-1)
#FCBMasia #CadetB",MACBA barcelona [media]
"MACBA | Museu | BCN @MACBA_Barcelona · Oct 2, 2017",https://x.com/MACBA_Barcelona/status/914841371466485760,2017-10-02T13:15:54.000Z,"El MACBA s'adhereix a ""l'aturada de país"" convocada demà 3 d'octubre en rebuig de la violència exercida sobre Catalunya diumenge 1 d'octubre",MACBA barcelona [media]
"MACBA | Museu | BCN @MACBA_Barcelona · Feb 16, 2021",https://x.com/MACBA_Barcelona/status/1361745328429498372,2021-02-16T18:32:40.000Z,Comunicat a favor de la llibertat d'expressió davant de la detenció i l’empresonament del raper Pablo Hasél,MACBA barcelona [media]
Revista Viajeros @_Viajeros_ · Feb 24,https://x.com/_Viajeros_/status/2026335576853496123,2026-02-24T16:37:03.000Z,"El Área Metropolitana de Barcelona (AMB) aprueba el programa metropolitano de calidad del aire 2030 (PMQA 2030) 
https://
revistaviajeros.com/noticia/18925-
paquete-de-medidas-del-amb-para-la-calidad-del-aire-metropolitano/
…

@Mobilitat_AMB",MACBA barcelona [media]
ABC Barcelona @ABC_Barcelona · 19h,https://x.com/ABC_Barcelona/status/2028246168438804778,2026-03-01T23:09:04.000Z,El restaurante de Cambrils que participa en el programa de Alberto Chicote: dónde está y cuánto cuesta comer en «Macarrilla Restaurant»,MACBA barcelona [media]
VilaWeb @VilaWeb · Mar 1,https://x.com/VilaWeb/status/2028067726288417105,2026-03-01T11:20:00.000Z,"""La directora del MACBA, co-comissària d’aquesta progressista exposició, deixa el museu per dirigir la Biennal d’Abu Dhabi""

Mail obert de Mercè Ibarz 
https://
vilaweb.cat/noticies/art-n
egre-geopoetica/
…",MACBA barcelona [media]
"Invadidos @invadidos_com · Jun 10, 2025",https://x.com/invadidos_com/status/1932359264321818726,2025-06-10T08:48:44.000Z,"#BARCELONA | Detenido un magrebí por adoctrinamiento y capacitación terrorista en Castellbisbal, Barcelona.

Promovía la lucha violenta y se acreditó su capacitación en el uso de armas de fuego. Viajó a otros países para participar en ejercicios de entrenamiento militar.",MACBA barcelona [media]
exibart @Exibart · Mar 1,https://x.com/Exibart/status/2028058429978263746,2026-03-01T10:43:03.000Z,Elvira Dyangani Ose si dimette da direttrice del MACBA dopo il confronto con la governance del museo di Barcellona sulla nomina alla prossima Abu Dhabi Public Art Biennial,MACBA barcelona [media]
MetaData.Cat @MetaDataCat · Feb 24,https://x.com/MetaDataCat/status/2026303603669967202,2026-02-24T14:30:00.000Z,"Barcelona celebra els 20 anys del MWC amb l’Espai Connecta, una mostra itinerant que apropa la innovació i la transformació digital als barris.

Tallers, exposicions i activitats participatives als 10 districtes.",MACBA barcelona [media]
ArtReview_ @ArtReview_ · Feb 25,https://x.com/ArtReview_/status/2026681821279264907,2026-02-25T15:32:54.000Z,"Elvira Dyangani Ose will step down as director of MACBA in Barcelona in early April, several months before the end of her five-year contract",MACBA barcelona [media]
magpie @magpieUAE · Feb 25,https://x.com/magpieUAE/status/2026628241033777278,2026-02-25T12:00:00.000Z,"Elvira Dyangani Ose, director of Barcelona's MACBA, will step down in April rather than July because her bosses saw conflicts with her appointment as director of the forthcoming Abu Dhabi Public Art Biennial (due late 2026, we think) 
https://
tinyurl.com/49khx93n?utm_s
ource=twitter&utm_medium=social&utm_campaign=fedica
…",MACBA barcelona [media]
MargaB @MargaBTweet · Feb 24,https://x.com/MargaBTweet/status/2026329406587679065,2026-02-24T16:12:32.000Z,"Segueixen les OPA hostil als museus de BCN. El de Disseny acaba d'estrenar nou director, matemàtic i músic, cap experiència coneguda amb patrimoni històric. Ara, Macba acomiada la seva (4 anys muda), i convoca concurs ja. Comencem a tremolar.",MACBA barcelona [media]
EQS News | International @eqsnews_int · 4h,https://x.com/eqsnews_int/status/2028478059662164253,2026-03-02T14:30:31.000Z,"GSMA: mwc26 barcelona opens with call to complete 5g, rise to ai challenges, and strengthen digital ... 
https://
eqs-news.com/news/corporate
/mwc26-barcelona-opens-with-call-to-complete-5g-rise-to-ai-challenges-and-strengthen-digital-safety/3edeebc6-ba4b-4c31-bb6e-13ce37268cfc
…",MACBA barcelona [media]
FACUA @FACUA · Feb 24,https://x.com/FACUA/status/2026205967981908351,2026-02-24T08:02:02.000Z,FACUA Catalunya se reúne con el grupo municipal de Esquerra Republicana de Catalunya en Barcelona,MACBA barcelona [media]
Diari La Ciutat de Barcelona @laciutatbcln · Feb 27,https://x.com/laciutatbcln/status/2027314022349930757,2026-02-27T09:25:03.000Z,| TMB reforça el transport públic per al MWC entre el 2 i el 5 de març,MACBA barcelona [media]
btv notícies @btvnoticies · 4s,https://x.com/btvnoticies/status/2028543510467449245,2026-03-02T18:50:36.000Z,L’eliminació dels pisos turístics no afectarà la continuïtat del Mobile World Congress a Barcelona,MACBA barcelona [media]
Falcó  @Falco41547918 · Feb 23,https://x.com/Falco41547918/status/2026068558686322696,2026-02-23T22:56:01.000Z,"Per El Nacional m'haig d'assabentar, i de casualitat, que la directora del Macba es una tal Elvira Dyangani Ose. Africana. Que collons estem fent ?? !! No hi ha gent catalana autòctona prou preparada per aquest càrreg tant important per la nostra cultura ?? !!! Quan durarà això ?",MACBA barcelona [media]
Pere Folch @FolchPere · Feb 24,https://x.com/FolchPere/status/2026074329897689324,2026-02-23T23:18:57.000Z,La directora del MACBA deixa el càrrec perquè li impedeixen compaginar-lo amb un projecte a Abu Dhabi,MACBA barcelona [media]
EL PAÍS Catalunya @elpaiscatalunya · Feb 24,https://x.com/elpaiscatalunya/status/2026207514694422983,2026-02-24T08:08:11.000Z,"Elvira Dyangani Ose dejará de dirigir el Macba en abril antes de que finalice su mandato 
https://
elpais.com/espana/catalun
ya/2026-02-23/elvira-dyangani-ose-dejara-de-dirigir-el-macba-en-abril-antes-de-que-finalice-su-mandato.html?ssm=TW_CC
… a través de 
@el_pais",MACBA barcelona [media]
Barna Diario @barna_diario · Feb 24,https://x.com/barna_diario/status/2026237760529379721,2026-02-24T10:08:22.000Z,"El aeropuerto de Barcelona refuerza su operativa ante la llegada del MWC 2026
#Barcelona #NoticiasBarcelona #BarnaDiario 
@barna_diario",MACBA barcelona [media]
Barna Diario @barna_diario · Feb 27,https://x.com/barna_diario/status/2027328323375046855,2026-02-27T10:21:52.000Z,"Más trenes, más personal y lanzaderas eléctricas para el MWC 2026
#Barcelona #NoticiasBarcelona #BarnaDiario 
@barna_diario",MACBA barcelona [media]
CaixaBank @caixabank_cat · Feb 25,https://x.com/caixabank_cat/status/2026624500700250117,2026-02-25T11:45:08.000Z,"Continuem impulsant la innovació, l'emprenedoria i el talent digital en les noves edicions dels esdeveniments 
@MWCHub
, 
@4YFN_MWC
 i 
@talentarenaofc
, que tenen lloc a Barcelona fins al 5 de març.
T'hi esperem!",MACBA barcelona [media]
Miquel Cat @miquelcatasus · Feb 27,https://x.com/miquelcatasus/status/2027284531577753842,2026-02-27T07:27:52.000Z,"https://
totbarcelona.cat/politica/collb
oni-pressiona-erc-sense-pressupostos-illa-perilla-connexio-tramvia-695671/
…. Tenen el Cum Laude en el màster de Maquiavelisme Pervers.",MACBA barcelona [media]
"Daily Skate Clips @SkateClipsOnX · Feb 19, 2025",https://x.com/SkateClipsOnX/status/1892296093293326783,2025-02-19T19:32:00.000Z,"Angelo Caro  at MacBa  
@gochiestrella",skate MACBA [top]
"Daily Skate Clips @SkateClipsOnX · Apr 3, 2023",https://x.com/SkateClipsOnX/status/1642911944142213122,2023-04-03T15:28:25.000Z,"#Wallride at MacBa  by 
@miltonmartinez
 Chris Elizondo",skate MACBA [top]
"CIUTAT VILLIN’ @757doofus · Jan 13, 2025",https://x.com/757doofus/status/1878772866461860184,2025-01-13T11:55:31.000Z,"AYYE, THEYRE TRYNA DESTROY MACBA. THE LAST DAYS COULD POTENTIALLY BE AMONG US FOR ENJOYING THIS CLASSIC SPOT. I KNO MAD HOMIES STILL HOPING TO COME AND SKATE IT IN PERSON. EVEN IF YOU NEVER SET FOOT HERE PLEASE LEND A SIGNATURE TO HELP SAVE THE PLAZA.",skate MACBA [top]
"Ripping Magazine @Rippingmag · Jun 8, 2021",https://x.com/Rippingmag/status/1402181980775751681,2021-06-08T08:33:30.000Z,"El poder de las chicas en MACBA 
https://
rippingmag.com/skate/el-poder
-de-las-chicas-en-macba/
… #skate #skateboard #skateboarding",skate MACBA [top]
"Ripping Magazine @Rippingmag · Nov 7, 2019",https://x.com/Rippingmag/status/1192391254014906369,2019-11-07T10:40:03.000Z,"Mucho patín por el Macba 
https://
rippingmag.com/skate/mucho-pa
tin-por-el-macba/
… #skate #skateboard #barcelona",skate MACBA [top]
"Kierke  @Omphals1 · Aug 17, 2021",https://x.com/Omphals1/status/1427685349350850564,2021-08-17T17:34:47.000Z,Haciendo skate en el macba,skate MACBA [top]
"Ripping Magazine @Rippingmag · Apr 20, 2020",https://x.com/Rippingmag/status/1252177824208871424,2020-04-20T10:10:32.000Z,"Lo mejor del King of Macba 2020 
https://
rippingmag.com/skate/lo-mejor
-del-king-of-macba-2020/
… #skate #skateboard",skate MACBA [top]
"Ripping Magazine @Rippingmag · May 9, 2018",https://x.com/Rippingmag/status/994154619369639936,2018-05-09T09:58:26.000Z,"Fernán Origel patinando en el MACBA 
http://
rippingmag.com/skate/fernan-o
rigel-patinando-en-el-macba/
… #skate",skate MACBA [top]
"Kierke  @Omphals1 · May 20, 2021",https://x.com/Omphals1/status/1395461065308348417,2021-05-20T19:26:59.000Z,Haciendo skate en el macba,skate MACBA [top]
"Ripping Magazine @Rippingmag · Apr 28, 2020",https://x.com/Rippingmag/status/1255056970631057408,2020-04-28T08:51:14.000Z,"Policía, skate y Aurélien Giraud en Macba 
https://
rippingmag.com/skate/policia-
skate-y-aurelien-giraud-en-macba/
… #skate #skateboard #board #patín #Barcelona",skate MACBA [top]
"Ripping Magazine @Rippingmag · Jun 3, 2022",https://x.com/Rippingmag/status/1532648609388298240,2022-06-03T09:01:18.000Z,"No me gusta patinar en el MACBA 
https://
rippingmag.com/skate/no-me-gu
sta-patinar-en-el-macba/
… #skate #skateboard #patín #Barcelona",skate MACBA [top]
"BAPE.COM @BAPEOFFICIAL · Sep 18, 2019",https://x.com/BAPEOFFICIAL/status/1174080606004633600,2019-09-17T22:00:04.000Z,"COLOR CAMO SKATEBOARD will be available on Saturday, September 21st. #bape",skate MACBA [top]
Hirotoshi “Buchi” Kawabuchi @buchitokyo · Jan 31,https://x.com/buchitokyo/status/2017617624725917995,2026-01-31T15:15:01.000Z,"Skating at macba 
All my homies are outta here",MACBA skating [latest]
"Kate @HappyLotusBcn · May 12, 2025",https://x.com/HappyLotusBcn/status/1921989165731766744,2025-05-12T18:01:40.000Z,She is walking through el Raval - in the beginning she is walks past MACBA a contemporary art museum and known skating area.,MACBA skating [latest]
"CIUTAT VILLIN’ @757doofus · May 3, 2025",https://x.com/757doofus/status/1918631666517409926,2025-05-03T11:40:10.000Z,Living next door to macba and not skating there immediately when i wake up feels like such a flex lol,MACBA skating [latest]
"Catalan News @catalannews · Apr 27, 2025",https://x.com/catalannews/status/1916529064417837455,2025-04-27T16:25:11.000Z,"| MACBA expansion at the expense of skaters' community: 'We are citizens too'

The museum's expansion will redesign the Plaça dels Angels, demolishing a very important global-known skating spot",MACBA skating [latest]
"Catalan News @catalannews · Apr 25, 2025",https://x.com/catalannews/status/1915727033172209685,2025-04-25T11:18:11.000Z,"MACBA expansion at the expense of skaters' community: 'We are citizens too' 

The museum's expansion will redesign the Plaça dels Angels, demolishing a very important global-known skating spot

More: 
https://
catalannews.com/society-scienc
e/item/macba-expansion-at-the-expense-of-skaters-community-we-are-citizens-too
…",MACBA skating [latest]
"Catalan News @catalannews · Apr 24, 2025",https://x.com/catalannews/status/1915450679193112723,2025-04-24T17:00:03.000Z,"MACBA expansion at the expense of skaters' community: 'We are citizens too' 

The museum's expansion will redesign the Plaça dels Angels, demolishing a very important global-known skating spot

More: 
https://
catalannews.com/society-scienc
e/item/macba-expansion-at-the-expense-of-skaters-community-we-are-citizens-too
…",MACBA skating [latest]
"‧₊˚✩₊˚⊹ 𝙎𝙤𝙥𝙖𝙨  @El_Sopas_2004 · Apr 21, 2025",https://x.com/El_Sopas_2004/status/1914260840712126939,2025-04-21T10:12:04.000Z,"Yendo por el MACBA que es donde se junta toda la peña para hacer skating (Y que además ha ido por todo el Raval).

Sesgado.",MACBA skating [latest]
"Wizard of Gnars @WizardofGnars · Feb 21, 2025",https://x.com/WizardofGnars/status/1892725951940751465,2025-02-21T00:00:06.000Z,"Venice Beach, Burnside, El Toro, Love Park, EMB, Wallenberg, Brooklyn Banks, Carlsbad Gap, Hubba Hideout, and MACBA - these sacred spots revolutionized skating forever. Each one birthed legends and pushed what was possible on a board.",MACBA skating [latest]
"Sergey Rubanov @chicoxyzzy · Feb 20, 2025",https://x.com/chicoxyzzy/status/1892555024179265679,2025-02-20T12:40:54.000Z,,MACBA skating [latest]
"Wizard of Gnars @WizardofGnars · Feb 20, 2025",https://x.com/WizardofGnars/status/1892499465509929057,2025-02-20T09:00:08.000Z,Love Street in SF changed everything with those legendary handrails. El Toro's 20 stairs created legends. EMB spawned a whole generation of street warriors. Burnside DIY birthed the DIY movement. MACBA made Barcelona skating's mecca.,MACBA skating [latest]
"Gabriella @ga_briellaaa · Feb 4, 2025",https://x.com/ga_briellaaa/status/1886574201793810911,2025-02-04T00:35:15.000Z,ahhhh skating the macba,MACBA skating [latest]
"Presidenta ‍ @MadamedeValmont · Jan 10, 2025",https://x.com/MadamedeValmont/status/1877621506772983812,2025-01-10T07:40:26.000Z,Però per fer skating es treuen la barretina?,MACBA skating [latest]
"Steve @stephenbliss · Dec 30, 2024",https://x.com/stephenbliss/status/1873677108201013306,2024-12-30T10:26:48.000Z,"How long are you in Barca? Want some tips? 

Here’s a couple. Go to Macba obviously for the skating and here 
https://
soursolution.club/pages/sour-sto
re
… - ask for Sammi - he’ll have Intersting hook-ups",MACBA skating [latest]
"Sergio Rojo @sergiosrojo · Oct 12, 2024",https://x.com/sergiosrojo/status/1845089742469173554,2024-10-12T13:10:49.000Z,"Skating en el 
@MACBA_Barcelona",MACBA skating [latest]
"TT aka Titty @TTakaTitty · Aug 27, 2024",https://x.com/TTakaTitty/status/1828256766448017461,2024-08-27T02:22:35.000Z,#Macba in Barcelona is a dope place to hangout. Lots of space for lots of skating. #skatelife #barcelonaskating #socialearning,MACBA skating [latest]
"Eva Gea @eva_gea · May 18, 2024",https://x.com/eva_gea/status/1791845700579250371,2024-05-18T14:58:00.000Z,"13/20 MACBA - THE HEART OF SKATING IN BARCELONA

 Discover how the Barcelona Museum of Contemporary Art (MACBA) blends cutting-edge art with an iconic skating plaza. A unique meeting point that reflects Barcelona's vibrant urban culture. #SkateBarcelona",MACBA skating [latest]
"JROB @notjoshroberts · Feb 16, 2018",https://x.com/notjoshroberts/status/964542377171054593,2018-02-16T16:49:57.000Z,MACBA - Best Skating,MACBA skating [media]
Czech Ski & Snowboard @czeskisnowboard · 35m,https://x.com/czeskisnowboard/status/2028537920987308234,2026-03-02T18:28:23.000Z,"Seznamte se s Matějem, mladým a talentovaným sportovcem v para běhu na lyžích, který má v plánu na letošní paralympiádě předvést, co v něm je.",MACBA skating [media]
"GoPro @GoPro · Feb 6, 2019",https://x.com/GoPro/status/1093251459490054144,2019-02-06T20:53:54.000Z,"""This place is just a dream.""  MACBA, the Museum of Contemporary Art in Barcelona or a skating mecca of talent + nationalities?

See what makes #MACBALife so special. Full story on the Inside Line. 


http://
gopro.com/news/the-art-o
f-skating-macba
…


@GoProES
 #GoProSkate #GoPro #Barcelona #MACBA",MACBA skating [media]
"Board Division @board_division · Jul 31, 2016",https://x.com/board_division/status/759810556257824768,2016-07-31T17:58:47.000Z,Skating macba Barcelona,MACBA skating [media]
"The Barcelonist @thebarcelonist · Apr 18, 2014",https://x.com/thebarcelonist/status/457273884765851649,2014-04-18T21:46:04.000Z,"""@ThatTimeIn: It's not just the MACBA... #skating hotspot in #BCN - Stumbled across this smooth set-up #SantMarti",MACBA skating [media]
"bclphotography @bclphotography · Mar 4, 2015",https://x.com/bclphotography/status/573039948837859328,2015-03-04T08:39:05.000Z,"Girl roller skating in front of MACBA museum. Barcelona. Catalonia

http://
bclphotography.eu
#photo101",MACBA skating [media]
"Ben Hodson @benhodson · May 11, 2018",https://x.com/benhodson/status/995021577057128450,2018-05-11T19:23:25.000Z,"Incredible trip to Barcelona, especially fulfilling a long term goal of skating #macba. The worlds of contemporary art and skateboarding live in such harmony there. Skating the spot like no one else ever before (yes, also while dressed like a Blues Brother on tour). #barcelona",MACBA skating [media]
"Pics from Barcelona @BarcelonaInsta · Jun 13, 2015",https://x.com/BarcelonaInsta/status/609494635484946432,2015-06-12T22:56:59.000Z,"#skating #hipsters #macba #barcelona by bookerbus 
http://
ift.tt/1GD7aT5",MACBA skating [media]
"SkateYou @_SkateYou_ · Nov 26, 2018",https://x.com/_SkateYou_/status/1067081924445900800,2018-11-26T15:45:30.000Z,"Style matters.. 
Marcel Rieger shredding Macba for November’s 
@_SkateYou_
 contests. You? Where are you skating today?
400€ grand prize. 4 days left.

@_SkateYou_
 app link in bio

http://
skateyou.com",MACBA skating [media]
"natz @HNatzke · Apr 2, 2014",https://x.com/HNatzke/status/451477728089632768,2014-04-02T21:54:13.000Z,Skating macba!!,MACBA skating [media]
"Machine @boymachine0 · May 31, 2017",https://x.com/boymachine0/status/870027195053420545,2017-05-31T21:20:22.000Z,"Me ha gustado un vídeo de 
@YouTube
 (
http://
youtu.be/TXvR-eZ2ZRU?a - Skating MACBA and the Streets of Barcelona).",MACBA skating [media]
"Long Live Southbank @Long_Live_SB · Jun 2, 2017",https://x.com/Long_Live_SB/status/870734811899539457,2017-06-02T20:12:11.000Z,"Everyone get to #Southbank tomorow 1pm for BIG send off to #skateordie skating 900 miles SB to Macba for 
@Skateistan
 
https://
facebook.com/skateordie.fun
d/
…",MACBA skating [media]
"Jason Berelovitz @carbonite1994 · May 24, 2018",https://x.com/carbonite1994/status/999763774763687936,2018-05-24T21:27:13.000Z,that clip of Javier Sarmiento skating MACBA in 3's is Video Part of the Summer until proven otherwise,MACBA skating [media]
"Rubens @DrRuppe · Dec 5, 2014",https://x.com/DrRuppe/status/540847271718703105,2014-12-05T12:36:52.000Z,"#Kids playing inside the #museum & skating outside
I love this place, it's alive!


@MACBA_Barcelona

#ContemporaryArt",MACBA skating [media]
"prod84 @prod84 · Apr 3, 2011",https://x.com/prod84/status/54358875868119040,2011-04-03T01:45:40.000Z,Had another great day skating the spots in Barcelona today. Ended up at MACBA for a flat ground session. Photos... http://on.fb.me/i33KVt,MACBA skating [media]
"سمير @sssssammmirrrrr · Aug 7, 2015",https://x.com/sssssammmirrrrr/status/629626688754872320,2015-08-07T12:14:35.000Z,"Day 1 in Barcelona. Really enjoying editing these. ""Slow-mo skating in MACBA"" - 
https://
youtu.be/nB9k-1H8ndw",MACBA skating [media]
"Joji Shimamoto @jojiphoto · May 13, 2015",https://x.com/jojiphoto/status/598481906657849345,2015-05-13T13:36:20.000Z,"Skating at #macba #SsFftour @ MACBA Museu d'Art Contemporani de Barcelona 
https://
instagram.com/p/2n76pPzdNT/",MACBA skating [media]
"U.S. Figure Skating @USFigureSkating · Dec 6, 2021",https://x.com/USFigureSkating/status/1467891850283421697,2021-12-06T16:21:03.000Z,"Olympic champion Charlie White, Olympic silver medalist Tanith White and 2009 World Junior champion Greg Zuerlein have joined forces to create the Michigan Ice Dance Academy.

Read more about MIDA, opening next year 


https://
usfigureskating.org/news/article/m
ichigan-ice-dance-academy-open-2022
…",MACBA skating [media]
"electro latino @electrolatino_ · Dec 15, 2015",https://x.com/electrolatino_/status/676683985926402048,2015-12-15T08:43:29.000Z,#skate #skateboard #skateboarding #sk8 #street #skateanddestroy #skateclipsdaily #skatelife #skater #skating #macba,MACBA skating [media]
"James Rose @r0se_jam · Feb 17, 2014",https://x.com/r0se_jam/status/435345303609176064,2014-02-17T09:29:43.000Z,"Sketching skating chaps at MACBA in Barcelona
#sketch #art",MACBA skating [media]
"The Skating Lesson @SkatingLesson · May 3, 2023",https://x.com/SkatingLesson/status/1653769641511010305,2023-05-03T14:33:02.000Z,"Japanese figure skater Wakaba Higuchi plans to return to competition in the 2023/24 season.

The athlete performed with a new free program at the ice show in Yokohama. The program was set to the songs Fix You and Paradise by the band Coldplay.",MACBA skating [media]
mads @macksarchieve · Feb 2,https://x.com/macksarchieve/status/2018279066139316546,2026-02-02T11:03:21.000Z,mack will be playing olympic hockey this month for the first time in his career while being the youngest player ever to make it to team canada at just 19,MACBA skating [media]
"People are awesome @SBIAwesome · Jun 8, 2017",https://x.com/SBIAwesome/status/872751265092120576,2017-06-08T09:44:51.000Z,"Skating MACBA and the Streets of Barcelona - YouTube 
https://
youtu.be/TXvR-eZ2ZRU #peopleareawesome",MACBA skating [media]
"Paulo @spanksession · Nov 1, 2023",https://x.com/spanksession/status/1719768525659676764,2023-11-01T17:29:02.000Z,"First time skating in idk how long… at Macba.. no big deal hahahaha we dayum cuz 
https://
x.com/757doofus/stat
/757doofus/status/1719479922136076645
…",MACBA skating [media]
